id,kmeans_basicos,kmeans_superficie,kmeans_metroscubiertos,kmeans_fechas,kmeans_latlng
77007,2,0,4,5,6
9563,2,4,4,2,6
213200,3,3,0,8,6
64149,0,1,0,0,0
183796,3,2,3,0,6
276480,5,0,1,6,0
144263,2,0,4,8,0
69307,3,3,0,9,6
238687,5,7,2,10,0
242548,1,6,2,0,2
82709,5,0,1,2,0
223313,5,0,4,10,0
102505,3,1,0,6,6
80926,2,4,1,1,5
122628,5,4,1,2,6
167291,2,7,1,10,0
265172,5,7,1,9,0
128427,2,6,2,1,0
172807,3,3,3,6,0
115953,2,3,0,6,7
245070,5,6,2,8,0
246745,0,4,1,7,0
291831,2,7,1,8,6
238696,1,5,3,9,0
219333,3,3,3,10,0
265156,2,0,1,6,6
269997,2,0,4,10,6
263392,1,7,2,2,1
57374,1,2,3,10,3
141646,5,4,1,6,6
287871,2,0,4,9,0
16039,0,6,2,6,0
37759,5,0,4,6,0
116901,1,2,3,9,0
295762,2,0,4,9,6
63958,1,5,5,10,7
143234,2,0,4,6,6
29249,5,4,4,3,6
139732,1,7,1,10,0
178325,1,5,5,3,0
62614,3,1,0,3,0
294055,1,5,3,6,0
110228,1,2,3,10,0
34959,2,4,1,9,5
40673,5,1,0,2,0
8588,3,7,1,7,6
257124,3,5,0,1,6
53271,2,0,4,6,7
189285,3,6,2,4,6
61820,5,4,4,6,0
288892,5,6,2,5,0
90331,5,5,3,7,0
15262,4,4,1,7,0
171351,4,7,1,1,6
229562,2,0,1,4,6
221052,5,4,4,5,6
169205,1,3,0,5,0
216766,3,6,2,7,6
97163,2,4,4,6,0
260571,2,6,1,1,6
284385,3,5,3,8,0
4735,2,0,4,4,0
57806,3,0,1,8,7
191551,5,7,4,10,6
128101,2,4,1,2,0
163360,2,0,1,10,6
99020,2,0,4,10,6
47662,5,0,1,5,0
296357,3,3,0,5,0
231393,5,0,4,3,0
136172,5,7,1,1,0
241476,3,2,3,0,0
298820,5,4,4,5,0
471,4,0,1,9,6
127144,1,7,2,6,0
147221,2,0,4,4,7
277537,5,0,1,9,0
204648,3,6,2,9,7
52636,1,1,0,9,5
159916,1,1,0,6,6
159489,4,2,3,6,0
297134,2,4,4,3,6
294790,2,0,4,6,7
21202,5,7,1,4,0
56257,1,7,2,5,0
274333,1,5,3,5,0
228601,5,4,4,1,0
227088,4,6,2,10,0
224527,5,0,1,10,7
193692,3,6,5,7,6
142518,0,0,1,4,6
273757,5,0,4,10,6
28108,5,0,4,10,6
167723,5,7,1,4,0
11048,2,7,2,1,0
136254,3,6,2,2,0
100707,1,3,3,6,0
88210,3,7,2,7,0
15780,0,5,5,3,0
157663,5,7,1,6,0
160384,3,6,2,1,0
286726,2,4,1,7,0
43248,5,1,0,4,0
25396,2,6,2,4,0
166815,1,3,3,4,0
80004,3,3,3,6,0
131376,2,7,1,10,6
181058,5,4,4,1,0
40998,0,7,2,4,0
56343,1,1,0,5,6
158283,0,0,4,3,7
80498,1,5,5,3,0
20909,1,2,3,1,0
182917,5,0,1,1,0
107688,5,4,1,9,6
285166,5,6,2,9,0
158580,5,0,1,6,0
285638,0,5,5,4,0
214050,5,0,4,9,0
219748,5,0,4,0,6
14965,5,0,4,1,0
197730,2,7,1,10,0
21685,5,0,1,0,6
59758,2,6,2,1,0
194568,5,0,4,5,0
230922,2,0,4,4,7
245928,5,4,1,9,6
296869,3,6,2,7,3
195837,0,6,1,8,0
174381,3,3,3,8,0
123876,0,4,1,0,0
84495,1,6,0,1,0
267452,2,7,2,10,0
56250,5,0,4,6,0
251621,5,6,2,0,6
188225,0,4,4,4,6
91112,0,0,4,3,0
121577,5,6,0,5,0
165471,2,4,4,0,6
218577,1,3,3,0,5
80537,3,1,0,4,0
124946,2,0,4,3,6
217371,3,6,2,4,6
294600,5,6,2,3,6
219890,2,0,1,8,6
224694,1,1,0,5,0
109634,3,7,2,4,6
232165,1,7,2,9,6
90312,1,2,0,3,0
140673,2,0,4,4,0
194605,1,3,0,0,0
62089,1,3,3,5,0
49365,5,7,1,0,7
257702,1,6,2,0,0
260311,1,3,3,6,0
267,5,0,1,5,0
288675,2,7,1,9,0
193867,1,1,0,6,0
24380,5,4,4,5,0
34621,1,2,3,5,0
89734,2,0,4,4,0
148240,2,0,1,7,6
28350,2,0,1,9,0
115687,1,2,3,6,5
108478,5,1,0,5,0
103628,2,6,2,5,0
258506,1,1,0,5,7
192479,2,0,4,9,6
138486,1,5,3,5,7
251935,3,1,0,7,6
129476,5,6,1,2,0
142488,0,0,4,2,0
285993,1,5,5,10,0
62537,5,6,2,0,0
220434,1,0,1,6,3
190390,3,6,2,1,0
1900,5,0,4,2,0
80371,5,4,1,5,0
160125,1,2,0,6,6
122269,3,1,0,1,0
25461,2,0,1,9,6
235401,5,7,1,3,6
47657,5,4,4,6,0
109258,1,2,0,8,7
69500,2,4,5,4,2
7633,2,4,4,7,6
66273,1,7,1,10,5
256249,3,1,0,6,0
226347,0,3,3,4,0
122649,5,0,4,1,0
140113,5,7,1,6,0
275579,5,6,2,1,0
87990,1,6,2,3,3
4859,2,4,1,0,6
177172,3,6,2,7,0
278009,4,1,0,3,0
27751,5,0,4,10,0
71554,2,4,1,1,6
296008,5,4,1,4,6
163081,0,2,3,5,0
197571,5,6,2,4,0
75906,0,3,3,10,0
34302,0,4,1,7,0
73956,2,0,4,1,0
171650,5,1,0,2,0
249011,2,0,1,0,0
97973,5,5,0,4,0
269767,5,6,2,7,3
154204,0,4,1,5,6
143051,0,4,1,8,6
282809,5,7,1,1,7
158705,0,2,0,8,5
168148,5,6,2,0,0
2331,0,0,1,7,0
35522,2,7,2,3,5
187085,5,0,4,9,0
14531,5,7,1,0,0
299999,5,0,4,1,0
23943,1,6,2,9,0
177140,3,2,3,8,0
96698,2,6,2,1,0
240851,2,0,4,3,0
173851,5,0,4,9,0
145953,5,4,1,3,0
233585,1,2,3,10,7
69102,5,7,2,7,0
77441,1,2,3,3,7
45556,1,3,3,2,0
172973,5,7,1,0,6
211387,5,0,1,1,7
248576,1,6,2,1,0
234548,1,3,3,1,0
200418,5,4,1,9,0
137991,3,5,5,3,6
50085,2,4,1,0,3
88049,3,3,3,7,0
209869,5,0,4,10,0
101657,0,5,5,7,3
146498,5,6,2,3,0
26391,0,7,2,5,6
178563,2,0,1,0,6
177286,3,1,0,2,6
66160,1,5,3,9,0
252445,0,1,0,7,0
38153,5,6,2,10,0
98492,1,6,2,8,5
167839,2,6,2,1,6
165174,5,6,1,1,0
106830,2,7,2,0,0
265227,0,6,0,8,5
111172,1,3,3,4,6
168659,0,5,5,6,0
294225,3,6,2,5,0
67678,1,3,3,8,0
206102,0,3,0,7,6
17902,2,0,4,0,0
15081,3,1,0,6,0
264543,5,6,2,0,0
240924,0,0,4,7,6
52577,4,7,1,10,0
49932,1,6,2,10,3
237160,1,2,3,4,0
174814,2,7,1,3,6
158001,5,4,1,1,6
272379,2,0,1,0,7
199782,5,6,2,9,2
101730,1,6,2,5,0
288023,5,0,4,7,6
205030,5,0,4,6,0
212833,5,0,4,10,0
127055,3,1,0,9,0
122148,5,0,4,5,0
87407,1,6,1,3,6
126772,1,7,2,3,0
92329,1,1,0,10,0
127259,5,6,2,10,0
212260,3,4,1,7,6
192738,5,7,1,8,6
145954,1,6,2,4,0
904,2,6,2,9,6
252269,0,7,2,10,3
185497,5,4,1,9,5
56432,3,1,5,6,0
252850,1,7,1,3,6
139445,2,7,1,10,7
43267,5,0,4,9,0
133702,0,5,0,6,5
178876,5,0,4,8,7
37910,5,4,1,0,6
289857,1,1,0,6,0
179154,2,0,1,6,0
130607,1,2,3,3,0
96495,3,2,3,10,0
64018,1,3,0,0,0
15165,5,7,1,0,6
54982,2,0,4,8,0
281852,1,2,0,10,0
156727,3,6,0,9,0
87527,5,6,2,10,6
14255,2,4,4,1,6
51889,1,2,0,2,0
85408,3,3,3,8,5
258341,3,5,5,6,0
11394,5,7,1,5,0
146394,0,1,0,0,0
170232,2,6,1,3,7
293495,5,0,4,3,6
62892,1,6,2,1,0
24474,5,0,4,9,6
8727,1,3,3,8,0
226803,5,4,4,4,6
286449,2,4,4,8,6
248471,5,0,1,9,0
91446,2,7,1,5,6
190929,1,1,0,3,0
247445,5,4,1,6,0
216268,5,4,1,9,0
242332,3,5,5,4,7
164577,2,0,4,9,6
164558,3,1,0,0,0
152494,5,7,1,8,0
60657,3,6,2,2,0
3383,1,5,5,5,0
50079,3,7,2,6,6
132509,5,4,1,6,0
138513,3,3,3,4,0
39014,3,3,3,4,6
176393,1,1,5,7,0
142289,1,2,3,5,0
115948,3,2,3,3,6
67523,1,3,0,7,6
191154,3,6,2,3,0
163336,2,5,0,1,0
101936,5,7,1,1,0
218685,1,6,2,8,0
988,5,7,1,5,0
282640,3,7,2,4,0
274332,2,6,0,3,0
121330,1,5,0,9,0
134246,5,0,4,4,0
204527,5,0,4,10,7
157055,1,1,0,3,0
233166,3,1,0,8,6
203235,5,7,1,10,5
83756,1,7,1,5,0
123495,3,6,5,8,6
123527,1,6,5,7,0
163652,5,0,4,6,0
110531,5,4,1,6,0
15599,2,4,1,2,6
212448,2,7,1,5,0
3782,3,6,2,10,0
28621,2,4,1,6,3
124149,5,1,0,4,0
76037,5,4,4,5,0
180884,5,0,4,0,0
148904,4,6,2,10,0
250133,2,7,1,2,0
138362,4,0,4,5,6
295162,1,1,0,10,0
201540,2,4,4,7,6
263520,1,1,0,0,0
191142,5,4,1,0,6
204127,3,6,2,8,6
274284,5,7,2,1,0
111007,2,1,0,3,3
71368,3,2,3,1,7
69146,5,0,4,10,6
107905,1,6,2,0,0
46524,1,5,5,9,0
92097,2,4,4,0,6
100427,0,7,1,7,0
103534,5,4,1,2,6
257036,1,2,3,7,0
209818,3,2,3,8,0
95755,5,0,4,5,0
139985,3,6,2,9,7
182040,1,6,2,1,0
183348,2,4,5,7,0
69345,2,0,1,10,6
168519,2,7,1,0,0
394,5,7,1,6,0
224855,1,2,0,0,0
91103,5,5,5,10,0
8824,0,7,2,3,0
103353,1,1,0,9,0
285041,2,0,4,1,0
183806,2,7,1,9,7
45136,2,6,2,10,0
133195,3,6,2,8,3
94707,5,1,0,5,0
294698,2,0,4,4,5
12851,2,4,4,3,0
17837,1,6,2,4,5
29481,1,3,3,5,6
28614,5,7,2,5,0
72491,5,6,2,0,0
264816,5,4,4,9,6
154920,2,4,1,7,6
223672,0,6,2,4,6
258530,5,0,1,4,0
183914,3,1,0,2,6
233196,1,6,2,2,0
199391,3,5,5,9,0
182171,1,1,0,1,0
71374,5,0,4,9,0
177838,1,3,3,6,0
254596,5,4,1,3,6
172423,5,0,1,1,0
281239,3,2,0,0,5
299732,0,4,1,0,0
9794,1,6,2,10,0
85381,3,1,0,5,0
260661,1,0,1,1,0
229069,1,3,3,9,7
73838,3,2,0,7,0
115863,5,0,1,10,7
78436,2,0,4,2,6
38870,2,7,2,4,5
281770,2,7,1,0,6
135164,3,3,3,9,0
243405,5,6,2,5,6
202024,3,3,0,0,6
126157,1,1,0,8,0
82110,2,0,4,6,0
39720,3,6,2,9,6
22977,4,6,2,1,0
118731,0,7,2,9,0
95939,0,6,2,0,7
186484,2,4,4,6,6
89119,2,7,2,8,0
9955,5,6,2,9,3
164269,4,0,4,5,0
63300,5,4,4,9,0
291508,2,0,4,5,0
97588,2,0,4,1,0
153729,5,7,4,6,0
233788,5,0,1,4,0
203130,2,4,4,7,0
186244,2,0,1,9,6
6773,5,6,2,4,6
180219,2,4,1,8,6
65932,5,4,4,3,0
254750,1,2,3,1,6
6211,3,1,0,10,0
182068,2,5,3,6,5
204321,1,6,2,3,0
7849,1,1,0,6,0
69219,2,4,4,5,6
107548,0,7,1,0,7
100903,1,5,3,9,0
45640,2,4,1,6,7
185288,5,7,1,2,0
184774,1,7,2,5,7
2731,2,4,1,8,0
56295,3,1,0,3,6
192288,1,2,3,9,0
31599,5,4,4,1,0
218859,2,4,4,4,6
269606,1,1,0,4,7
89498,2,1,0,0,0
7383,5,4,1,6,2
272325,1,2,3,9,7
296185,5,0,4,6,0
209150,1,1,0,6,0
26743,3,1,0,10,0
31643,5,7,1,8,0
32381,5,0,4,8,0
108648,1,1,2,3,6
60237,5,7,1,5,6
44615,1,2,3,1,0
30340,5,7,1,0,0
3103,2,0,4,10,6
81030,1,2,3,3,3
55327,1,1,0,0,6
39226,2,4,1,0,6
282292,5,0,1,9,0
96146,5,6,2,3,0
49578,5,0,1,5,7
159511,5,4,1,1,0
250570,2,7,1,6,6
224070,1,6,2,3,6
107204,2,7,1,10,0
263172,5,6,2,6,6
237354,3,1,3,7,6
116678,3,3,3,7,0
505,2,7,2,3,6
61956,2,7,2,5,0
162464,5,6,2,10,0
180761,0,4,1,8,6
69266,2,4,1,4,6
295109,3,1,0,10,7
248502,2,4,1,5,0
167594,1,6,2,6,0
8533,1,1,0,6,6
275612,5,0,4,6,0
165983,5,0,4,5,7
36240,3,1,0,2,6
294534,3,2,3,0,0
218019,5,4,1,8,0
165620,5,7,1,3,6
158241,2,0,4,9,5
298058,1,2,3,10,7
116430,5,0,4,6,0
86051,5,3,3,6,0
257564,1,7,2,10,0
180543,5,7,1,4,6
18132,2,4,1,5,6
33513,5,7,1,2,0
295785,1,2,3,4,0
10075,5,6,2,0,0
200952,1,2,0,9,3
271554,3,6,2,2,7
55391,5,4,4,1,0
29869,3,1,0,10,0
181435,5,0,1,0,6
96967,2,0,1,2,6
258025,3,2,0,0,0
181148,2,0,1,4,0
237446,1,1,0,9,3
108970,5,0,4,9,5
64380,3,1,0,10,0
218137,2,0,4,9,0
73700,5,6,2,1,0
218248,5,7,2,0,0
142185,5,7,1,10,0
156938,5,4,1,8,0
73557,3,6,2,3,0
261877,1,6,2,6,0
30391,2,0,1,6,0
240368,1,3,3,10,0
156219,5,4,1,1,0
230645,3,2,3,10,0
239866,2,6,2,8,0
30719,1,5,5,3,0
193909,5,0,4,0,0
67891,2,7,1,3,0
270125,3,2,0,7,7
225661,1,1,0,9,5
38504,5,0,1,10,6
67862,5,6,2,10,6
21195,2,6,5,2,0
199973,1,5,3,6,0
181595,0,1,0,10,0
3918,2,0,4,6,0
149672,4,7,1,5,6
171189,5,0,1,4,6
236797,5,0,1,8,0
115720,1,1,0,1,0
118634,1,5,5,4,0
138602,1,1,0,5,5
133384,5,4,4,6,0
220250,5,7,2,8,6
64700,1,7,2,9,6
150384,0,7,1,7,5
146273,3,1,0,3,0
257453,0,0,4,2,6
229878,5,5,5,5,5
47420,2,4,4,1,6
125357,5,0,1,5,0
138564,5,4,1,2,6
164505,2,0,1,3,5
63641,2,0,1,9,0
273803,5,7,1,6,0
259148,3,1,0,10,0
195433,5,7,2,0,6
224956,3,2,3,2,0
164930,5,4,1,6,6
112277,0,6,2,6,5
21705,5,4,1,10,0
220739,5,0,4,10,6
62387,2,7,2,9,0
169080,2,5,5,10,0
246699,2,0,4,8,0
245937,0,4,4,7,0
161824,3,1,0,5,0
275358,5,6,2,1,0
122451,1,5,5,10,0
73673,5,4,4,9,6
293353,3,1,0,0,6
96228,5,0,4,1,6
219893,2,4,1,6,0
82527,2,4,1,9,6
173343,5,7,1,4,0
36457,3,1,0,4,0
2218,3,5,5,6,6
215117,5,7,2,10,0
58709,2,0,1,1,6
233385,1,3,3,6,6
230058,2,0,4,4,0
223874,3,2,3,7,0
210705,5,0,1,9,0
82125,2,4,4,5,0
289525,1,1,0,3,0
297222,1,1,0,0,6
1004,1,7,1,3,6
110171,2,7,2,1,0
123581,5,7,1,7,5
257600,0,7,2,1,0
254453,5,7,2,10,5
160505,0,5,5,2,0
199907,0,4,1,2,7
44724,3,2,3,3,6
208336,5,0,1,10,0
99064,5,5,3,2,6
278055,2,7,1,4,0
63387,5,0,1,10,7
251355,2,0,1,9,7
194902,0,7,1,2,0
261448,1,6,2,6,0
126263,2,7,2,0,6
246467,5,7,1,4,0
292102,1,7,2,3,0
238341,5,4,1,6,6
15982,0,6,2,5,6
68404,3,1,0,0,0
197724,5,5,0,10,0
2076,5,4,1,9,6
142830,5,7,1,6,0
43993,5,0,4,6,0
150293,3,1,0,5,6
74577,5,7,2,6,0
256879,1,5,5,6,7
166381,2,6,2,5,6
140680,2,4,4,8,6
265810,0,6,2,3,6
180699,5,6,2,0,0
209015,5,4,1,8,6
252416,1,1,0,3,0
225940,2,0,4,8,6
279283,2,7,1,3,6
268674,3,6,2,4,7
171435,2,4,1,5,0
165168,5,0,4,0,0
47221,3,1,0,2,6
298908,1,3,3,1,0
54164,2,0,4,4,0
134237,1,4,1,10,0
275479,5,0,4,4,6
72420,0,7,2,1,6
284730,2,7,2,10,0
96218,5,7,2,6,0
44099,2,0,1,9,6
134689,3,6,5,10,0
126338,5,7,1,2,0
265877,5,4,4,6,0
164129,1,2,0,2,6
6927,1,3,3,6,5
74663,1,1,0,6,0
260436,2,7,1,9,0
156377,1,3,3,6,3
84002,1,5,0,3,0
42424,5,4,4,4,0
95582,3,2,0,0,6
298377,1,2,3,4,0
123175,2,7,1,0,0
117601,1,3,3,6,0
141201,3,5,3,4,6
240883,3,1,0,7,6
159013,2,0,4,10,0
78030,2,0,4,8,0
145911,2,4,4,5,6
208128,3,6,2,1,0
135632,2,0,4,9,0
296775,3,1,0,8,5
240062,1,3,3,5,0
278984,2,0,4,9,0
265634,5,7,2,4,0
234511,5,6,2,1,0
203545,1,2,0,1,0
166324,4,7,1,2,0
124902,2,7,1,9,6
60745,0,1,0,7,0
77180,0,6,2,0,0
154431,2,6,1,10,0
280185,5,4,1,10,6
254946,2,4,4,10,6
28467,3,6,2,0,0
280387,3,5,5,6,6
113186,2,6,2,9,0
240842,2,5,3,1,0
20079,2,0,1,10,0
14998,5,7,1,3,5
242959,3,1,0,10,0
4913,5,6,2,6,0
131488,1,2,3,10,0
190851,1,2,0,10,7
103862,5,4,1,8,0
212670,1,3,0,0,6
71917,5,4,1,1,0
154600,2,0,1,3,6
122815,5,0,1,9,0
164350,1,3,3,1,0
137489,1,2,3,1,6
200955,4,6,2,8,6
220201,2,0,4,4,6
292442,0,1,0,4,0
7144,4,6,0,0,0
236421,1,5,0,10,0
47681,3,5,3,6,0
87375,2,4,4,2,0
295046,5,1,0,8,0
129726,5,7,1,5,0
36306,3,3,0,10,0
220919,0,4,1,0,0
114393,2,0,1,10,0
176468,2,4,1,8,0
86147,5,1,0,0,0
126570,2,0,1,6,6
16613,2,0,4,1,6
209022,5,0,4,5,7
109646,2,0,4,0,6
176635,2,4,4,4,6
178135,5,0,4,8,7
112037,5,4,4,0,6
199619,2,0,1,8,6
157430,0,7,1,10,0
259121,3,7,2,1,7
247262,1,5,3,0,0
248204,2,7,1,5,0
148392,1,3,3,1,0
156511,1,6,0,10,0
158995,1,3,3,8,0
6083,2,6,2,0,0
46240,1,3,3,3,0
262363,1,6,2,0,0
117545,5,0,4,6,0
257751,3,6,2,2,6
207756,2,5,5,4,6
416,2,7,1,4,7
56309,2,7,1,1,7
225589,2,5,3,3,6
224987,5,0,1,1,0
126345,1,6,2,3,0
62456,3,1,0,8,6
46078,1,2,3,6,2
15569,5,0,1,4,0
291286,1,6,2,6,0
152017,2,0,4,0,5
83889,5,6,2,1,0
187372,1,6,2,6,0
105050,3,7,2,3,0
33778,1,6,2,5,5
60420,5,6,2,10,0
65690,3,6,2,9,3
184531,5,0,4,9,6
248305,3,1,5,10,0
199582,4,7,1,8,6
139261,3,1,0,2,6
163722,5,4,1,7,0
245083,5,0,4,0,0
195057,2,6,2,10,7
195559,5,5,3,9,6
33130,0,0,4,8,2
669,5,6,2,6,5
34498,5,7,1,3,0
68436,5,4,1,10,6
14370,2,4,1,6,0
86329,1,3,3,6,0
168192,2,5,0,9,7
53713,3,1,0,3,0
8241,5,4,1,0,5
71591,5,2,0,10,0
137474,1,6,2,9,7
184070,3,2,3,0,0
154210,5,6,2,0,0
119609,2,0,4,0,0
37857,1,1,0,4,0
243420,3,2,3,9,0
142826,0,4,1,6,6
81664,1,3,3,1,0
195168,2,6,2,8,0
263687,2,4,4,7,6
215919,2,7,1,10,0
200108,0,0,4,2,6
261755,1,3,3,1,0
170884,5,6,2,0,6
4112,5,7,1,7,0
191159,2,6,2,6,7
188448,2,7,1,0,5
61464,1,3,3,9,6
252005,3,6,2,10,6
52865,5,0,4,0,6
151192,5,6,2,6,0
188917,5,6,2,4,0
37908,2,0,4,4,6
68235,5,0,4,3,0
262660,3,0,1,9,6
133644,3,2,3,10,0
164771,3,2,0,7,6
144020,2,0,1,0,0
29855,2,7,2,3,7
275349,5,6,2,9,6
164187,1,7,2,9,2
192577,4,0,4,5,0
92563,5,5,5,10,0
60113,5,5,3,1,0
292923,1,5,5,1,0
261984,2,0,4,9,6
19951,1,2,3,4,6
17809,1,5,5,5,0
257950,1,5,5,4,6
232090,2,0,4,6,0
9996,1,2,3,3,5
242150,3,7,2,8,6
146897,5,0,4,6,0
39382,2,0,4,3,6
82324,5,6,2,0,6
269993,2,4,4,2,6
55928,1,5,5,6,3
274450,4,3,3,10,0
114498,5,6,2,2,5
179239,1,6,2,6,7
11959,5,7,2,0,0
100457,4,4,4,4,0
210768,1,6,2,5,0
142481,5,0,1,9,6
159534,5,4,4,9,5
34291,0,6,2,4,0
231641,2,4,1,4,3
11883,0,1,0,8,0
14613,3,5,3,9,0
18442,3,6,2,9,6
68669,1,1,0,0,0
161003,3,2,0,6,7
123837,3,7,2,6,7
76556,0,1,0,0,0
212675,1,6,2,0,6
211584,1,3,3,5,0
157589,5,6,2,4,0
118606,5,4,4,10,0
148362,5,6,2,10,7
120994,2,0,4,0,0
150224,3,1,0,5,0
112295,3,1,0,6,0
199764,1,5,3,8,0
100820,5,4,4,7,2
128837,5,1,2,8,0
162631,2,7,1,4,0
295144,2,0,4,3,0
224580,1,6,2,10,0
163862,0,6,5,4,7
130620,2,0,4,2,6
240145,3,1,0,5,0
167235,5,1,2,0,5
8415,5,7,1,3,0
260075,1,6,2,3,6
156663,2,0,4,10,0
98333,2,4,1,5,6
76959,1,2,0,0,6
33171,1,1,2,9,6
150396,3,7,2,8,6
211863,1,6,2,3,0
243203,5,0,4,5,6
165589,3,2,3,7,0
225603,5,6,2,8,6
86381,2,0,4,6,0
13052,0,0,4,3,0
243587,3,2,3,5,0
32785,2,4,4,5,0
37678,3,3,3,2,6
276161,2,4,4,2,0
60468,0,4,1,5,2
31274,5,7,2,9,0
230157,2,4,4,10,0
92444,2,4,4,10,0
206712,5,6,2,5,0
276516,1,1,0,1,0
142259,3,4,1,5,0
117684,5,0,4,3,6
133493,5,0,4,1,0
59279,2,5,0,9,7
134589,3,6,2,6,7
198806,1,6,2,4,0
123562,1,3,3,1,0
181253,5,7,1,0,5
8830,1,2,0,10,0
82631,5,6,2,3,6
47789,2,5,3,9,7
288271,2,6,2,5,0
174775,2,4,1,2,0
226245,5,4,4,0,0
141548,1,2,3,9,6
237850,1,3,0,10,7
13097,1,6,5,6,6
57720,2,4,1,0,6
162017,5,0,4,0,0
221744,5,5,3,5,0
98303,5,5,0,8,6
131881,1,3,3,4,0
62646,1,6,2,1,0
273786,2,0,1,10,0
248213,3,3,3,2,6
59879,2,0,4,4,0
225934,0,6,2,1,6
168341,1,6,5,8,6
54385,2,4,1,4,0
43653,1,7,2,6,0
55791,5,0,4,3,0
103448,5,7,1,9,5
183548,1,6,2,5,7
285619,5,0,4,4,0
252150,3,3,3,3,6
207779,2,6,2,3,0
165476,2,6,2,10,0
81601,1,7,2,6,0
133736,1,2,3,5,0
18857,2,7,1,4,6
69532,3,2,0,6,0
232639,2,7,2,1,0
225515,0,6,2,9,3
147637,5,7,2,6,0
241364,5,1,0,8,0
108203,5,0,4,6,0
5437,3,1,0,2,6
207616,2,7,2,3,0
225353,5,4,1,5,5
121955,2,0,4,9,0
37468,1,2,3,9,0
12469,4,0,1,6,0
21972,3,5,0,8,0
144110,5,7,2,2,0
28058,0,6,2,9,0
57399,5,7,2,0,5
151047,2,4,1,8,6
73245,5,1,0,8,0
2379,3,5,0,10,7
142328,5,0,4,0,0
208927,5,6,2,9,5
258215,2,0,4,8,0
177658,1,3,0,6,0
70558,2,4,4,3,0
11651,0,1,0,4,6
13141,5,0,1,4,0
251743,5,0,4,8,5
138413,2,0,1,0,0
276381,3,1,0,1,6
268886,5,6,2,5,6
138658,2,7,1,0,0
218987,5,0,4,4,3
136992,2,5,3,6,7
101665,2,4,1,10,6
250129,5,7,1,4,2
216211,5,4,4,2,6
298144,3,3,3,10,0
198893,2,4,1,5,0
129478,5,1,0,8,6
260192,2,0,4,1,6
8419,3,3,0,6,0
124080,0,6,2,7,0
42752,2,7,2,9,0
145802,5,0,1,5,0
207963,1,3,3,8,0
264963,0,4,4,5,6
126191,5,0,1,0,6
81114,1,1,0,3,5
145233,2,4,1,10,2
172414,5,5,0,7,0
199199,3,6,5,1,7
204153,1,1,0,6,0
224602,2,0,4,1,7
154545,5,4,4,1,5
221994,2,7,1,10,7
240459,1,3,3,9,0
56374,1,5,3,1,7
157595,3,3,3,0,0
207157,5,0,4,3,7
176305,3,2,3,10,0
126590,1,5,0,5,6
166776,1,5,0,10,0
21250,3,1,0,10,0
172281,2,7,1,6,7
296838,5,0,4,0,7
162927,5,6,2,9,0
168238,5,6,2,0,0
38757,5,1,0,8,0
107628,1,3,3,6,0
7698,5,4,1,4,0
102429,0,0,4,8,0
229013,0,4,4,4,6
184089,0,0,1,1,0
283615,2,4,1,2,0
53587,2,5,5,9,0
102939,2,4,4,2,6
137471,3,1,0,5,5
17105,3,6,2,6,7
151787,3,2,3,7,0
260352,2,0,4,6,0
205769,3,2,3,3,0
16518,3,6,5,1,7
167283,1,1,0,9,6
77464,5,7,2,7,0
162028,2,0,4,4,7
132716,5,7,1,9,6
174454,1,6,2,6,0
182633,2,4,1,0,0
216484,2,4,1,10,7
26788,5,0,4,8,0
106375,3,2,0,8,0
16521,3,1,0,10,0
83003,2,7,1,4,6
12443,5,0,4,5,0
34735,2,0,4,6,0
137747,1,2,3,6,0
98976,5,6,2,5,0
209662,1,1,0,9,6
207200,5,6,2,10,0
258647,2,0,1,2,0
104337,1,1,0,1,0
52605,3,6,5,5,0
32094,3,1,2,6,0
100512,5,0,1,10,6
222970,3,5,5,5,7
286365,1,3,3,10,5
38681,5,6,2,9,0
52163,1,1,2,0,0
279307,2,0,4,1,3
267859,5,6,2,6,0
3807,1,6,2,6,0
26502,5,0,4,3,0
176600,3,3,3,5,0
82352,1,3,3,8,6
147725,5,2,0,5,0
276271,3,1,0,3,0
81738,5,0,4,4,6
28110,5,6,2,6,0
161107,1,2,3,5,0
190493,0,0,4,0,0
150225,2,4,1,8,0
233038,1,3,3,6,6
226997,1,1,0,1,0
69796,5,0,4,5,0
42897,5,0,4,3,0
248907,2,0,1,9,3
120474,2,6,2,10,0
256367,2,1,0,5,6
157821,1,3,3,3,0
258273,1,1,2,0,6
199611,5,4,1,5,0
153196,5,0,4,9,0
77004,3,3,0,2,0
15055,0,3,3,4,0
167639,5,7,2,8,0
209775,1,7,1,1,6
219098,5,4,1,1,6
268749,1,5,0,7,6
97264,5,0,1,6,0
67149,5,7,2,1,0
131191,1,5,5,1,6
169698,1,1,2,5,6
208069,2,0,4,10,0
238476,1,5,5,10,0
104367,5,7,2,1,0
188721,2,0,1,10,6
95802,0,1,5,2,7
4183,0,0,4,4,7
171886,0,1,0,1,6
218527,1,5,5,10,6
272840,2,5,0,10,6
219776,2,6,2,3,0
194964,5,5,4,0,0
141040,4,6,2,10,0
74243,1,6,2,6,0
51607,2,4,4,3,0
125374,0,4,1,2,0
258035,5,7,2,3,0
39447,5,6,2,10,0
146773,5,6,2,4,6
232180,5,4,1,5,0
182481,5,1,0,4,0
276698,3,5,3,1,6
242748,3,5,5,0,0
79009,4,2,0,0,0
