id,palabra_nbsp,palabra_recamaras,palabra_patio
251787,0,1,0
57724,0,1,0
59598,0,0,0
116124,0,1,0
126204,0,0,0
103786,0,1,1
199101,0,0,0
194000,0,1,0
211645,0,0,0
208802,0,2,1
11753,0,0,0
63723,0,1,0
99988,1,0,0
29116,0,0,0
103573,0,0,0
223178,0,1,1
138332,7,2,2
145216,0,1,0
110952,4,0,0
131256,0,1,0
204858,0,0,0
138104,0,2,1
36775,0,0,0
255119,0,0,0
158905,0,0,0
169917,6,2,0
174051,0,2,1
60083,0,1,0
132320,0,1,1
276571,0,1,0
70094,0,1,1
47077,0,1,0
56456,0,0,0
137055,0,0,0
35032,0,1,1
255705,0,1,0
203752,0,1,0
14549,0,1,1
35890,0,0,0
183512,0,0,0
1872,1,0,1
211512,0,0,0
267665,0,1,0
161381,1,0,0
223210,0,1,0
61064,0,0,0
65249,0,1,0
104086,0,0,0
164205,7,0,0
64012,0,0,0
185105,2,0,0
249294,0,1,0
96580,0,0,1
86342,0,0,1
41301,0,1,1
252929,0,0,0
120404,0,0,0
82171,0,0,0
114711,0,1,0
103527,0,1,2
71025,0,1,0
178272,0,0,1
247798,0,2,0
233013,0,0,0
253540,0,1,0
121150,2,0,1
266194,0,0,0
250907,0,0,0
64630,0,0,1
163055,0,0,0
49180,0,0,0
78772,3,1,1
114969,0,0,0
74604,0,1,0
217142,0,0,0
117633,0,0,0
250491,0,0,1
231331,0,1,0
80893,0,0,0
46440,0,1,1
256292,0,0,0
122083,0,0,0
153392,0,0,0
234443,0,1,0
185521,0,2,0
44609,0,1,0
3332,0,1,1
24930,0,1,0
248347,0,1,1
101259,0,1,0
55717,0,0,0
99951,0,1,0
166532,0,0,0
115801,0,0,0
255723,0,0,0
98836,0,0,0
250777,0,1,1
82637,0,0,0
106648,0,0,0
273142,0,4,1
268029,0,1,0
213322,0,0,0
69866,0,0,0
93092,0,0,0
142716,0,0,0
56679,0,0,0
18973,0,0,0
272269,0,0,0
243687,0,1,0
176782,0,0,0
70737,0,0,0
63945,0,0,0
198585,0,1,0
63619,0,2,1
228068,0,1,1
255041,0,1,1
270051,0,0,0
234164,2,0,0
297747,0,1,0
87668,0,0,0
49988,0,2,0
128339,0,0,0
190304,0,1,0
16047,0,1,0
69742,0,1,1
94059,0,1,0
100840,0,0,0
251191,0,1,0
256924,0,0,0
270749,0,0,0
156765,0,0,0
187353,0,0,1
120595,0,2,0
261008,0,1,0
135012,0,0,0
177527,1,0,0
281337,0,0,0
241718,0,0,0
246480,0,1,0
162132,0,1,0
93059,0,0,0
177821,0,0,0
277829,0,0,1
162036,0,0,1
187147,0,1,0
156107,0,0,0
91473,0,1,0
72426,1,1,0
139056,0,0,0
176195,0,0,0
191842,0,0,0
168413,0,1,0
20292,0,1,1
217865,0,0,0
129075,0,0,0
220832,0,1,1
221999,0,1,1
275153,0,0,0
13773,0,1,0
124748,0,1,0
226546,0,2,1
9572,0,0,0
210445,0,0,0
79495,0,1,0
123673,0,0,0
182709,0,0,0
31782,0,1,0
274059,0,1,1
7056,0,0,0
158836,0,0,0
173358,0,0,0
18814,2,0,2
169101,0,0,0
236845,0,0,0
107282,0,0,1
178422,0,0,0
284880,0,0,1
267969,0,1,1
130470,0,1,0
34944,0,1,0
119413,0,2,1
33921,0,1,0
73288,0,0,0
119818,0,0,1
215662,0,0,0
239914,0,1,1
216326,0,0,0
202200,0,0,0
63680,0,1,0
204601,0,0,0
234019,0,0,0
266177,0,1,0
282394,0,0,0
233280,0,0,0
33505,0,1,2
157083,0,0,0
146134,0,0,0
89007,0,0,0
69537,0,0,0
13001,0,0,0
129500,0,2,1
107907,0,1,0
271900,0,0,0
245073,0,1,0
121023,0,0,0
222622,0,1,0
42217,0,1,0
183807,0,0,0
5473,1,0,0
207051,0,0,0
179522,0,0,0
211622,0,1,0
246842,0,1,0
288168,0,0,1
121880,0,0,0
98693,1,0,1
102389,0,1,0
128488,0,0,0
163531,0,1,0
90191,0,0,0
11770,139,1,1
74646,0,1,1
125432,0,0,1
58746,0,1,1
273761,0,1,0
279925,0,0,0
245359,0,1,1
178821,0,1,1
100147,0,0,0
269142,0,0,0
68016,0,1,1
50769,0,0,1
149321,0,2,2
275093,0,0,0
216393,0,0,0
175679,0,0,1
46022,0,1,1
38230,0,0,0
9351,0,0,0
266602,0,0,0
48520,0,0,1
73083,0,0,1
106622,0,1,1
265130,0,1,0
173968,0,0,0
125107,0,1,0
47226,0,0,0
13709,0,0,0
58616,0,0,1
82619,0,1,0
43549,0,0,0
95001,0,0,0
183207,0,0,0
12590,1,1,0
94274,0,2,0
147361,0,0,0
287463,0,0,0
197921,0,0,1
10905,0,1,0
132241,0,0,0
180609,0,0,0
263352,0,1,0
80317,0,0,0
221436,0,1,1
296211,0,1,1
181529,0,1,0
288599,0,1,1
51378,0,1,0
143751,0,1,0
126935,0,0,0
105832,0,0,0
117364,0,0,0
168160,0,1,0
38337,0,0,0
150479,0,0,0
258451,0,0,0
230880,0,1,0
236988,0,0,0
143548,0,1,0
209980,0,1,0
275708,0,1,1
23949,0,1,1
57246,0,0,0
285641,0,0,1
50121,0,0,0
16203,0,1,0
105237,0,0,0
285105,0,0,0
123867,0,0,0
107480,0,1,0
182458,0,0,1
268893,0,0,0
37511,0,0,0
66155,0,1,1
206062,0,0,1
146188,0,1,0
246909,0,0,0
140223,0,0,0
201072,0,0,0
156039,0,1,0
265307,0,1,1
157382,0,1,1
266635,0,0,0
112106,0,0,0
128539,2,0,1
253074,0,0,1
50199,0,0,0
274614,0,1,0
28641,0,0,1
296045,0,0,1
128512,0,1,0
253836,0,0,0
59128,0,1,0
210622,0,1,0
69114,0,1,0
134862,0,1,0
287512,0,1,0
119615,0,0,0
189459,0,0,1
190775,0,0,0
236733,0,0,0
293467,2,1,1
21867,0,0,0
222994,0,1,0
204981,0,0,0
266751,0,0,0
153657,0,0,0
263442,0,0,0
246287,0,0,0
46988,0,1,1
120489,0,2,1
262045,0,2,1
197279,0,0,0
185875,0,0,0
290414,0,0,0
259479,0,1,1
162177,1,1,0
168885,0,1,0
84499,0,1,0
120984,0,0,0
175229,0,0,0
159936,0,1,0
162315,0,0,0
68007,0,1,0
295490,0,0,0
238430,0,1,0
111417,0,1,0
283057,0,0,0
142104,0,0,1
239946,0,0,0
128466,0,1,1
245647,0,0,0
9881,0,0,0
13602,0,0,1
114346,0,0,1
50421,0,2,1
190168,0,1,0
198065,0,1,0
242966,0,1,0
156376,0,0,0
88648,0,0,0
147529,0,0,0
52943,0,0,0
136494,0,0,0
115588,0,0,1
272041,0,0,0
167767,0,0,0
152042,0,1,0
86236,0,0,0
75513,0,1,0
24883,0,1,0
166770,0,1,0
97132,0,0,0
208361,0,1,0
101884,0,1,0
127911,0,0,0
58789,0,1,0
283695,0,0,1
113626,1,0,0
207430,0,0,1
158966,0,0,0
172385,0,0,0
160545,0,1,0
247018,0,1,0
230572,0,0,0
22451,0,1,0
265133,0,0,0
224504,0,0,0
70522,0,2,1
92753,0,1,0
121252,0,1,0
4388,0,0,0
245779,0,0,0
70176,0,0,0
57442,0,1,0
285458,0,0,0
66922,0,0,0
253653,0,0,0
28391,0,0,1
151821,0,0,0
193151,0,0,1
219092,0,0,0
138152,0,1,1
28891,0,1,0
151360,0,1,0
186482,0,0,1
222053,0,2,2
67657,0,0,0
170907,0,1,0
217162,0,0,1
235158,0,0,2
132658,0,0,0
234735,0,3,0
81521,0,0,0
238851,0,0,0
147750,0,0,0
114395,0,0,0
252652,0,1,0
196848,0,0,0
214123,0,1,1
271747,1,0,0
99521,0,0,0
15720,0,0,0
267834,0,1,0
116855,0,1,0
197066,0,1,0
110362,0,2,1
153054,0,0,0
131526,0,0,0
47528,0,1,0
285365,0,0,1
38760,0,2,0
192982,0,1,1
256037,0,1,0
71291,0,0,1
141232,3,1,1
252576,0,2,0
290769,0,0,0
142084,3,0,1
80048,0,1,0
100768,0,0,0
234036,0,1,1
78354,0,0,1
83021,0,1,0
141236,0,0,0
86098,0,1,1
111630,1,0,0
105961,0,0,0
37778,0,0,0
272472,0,1,0
116223,0,0,0
260109,0,1,0
92936,0,0,0
207902,0,0,0
203993,0,0,0
20593,0,1,0
7532,0,1,0
67376,0,0,0
262969,0,0,0
230333,0,0,0
211921,0,2,0
35264,0,1,0
110759,0,0,0
56021,0,0,0
209681,0,0,0
259167,0,1,0
1330,0,1,0
176432,0,3,0
169119,0,1,0
47325,0,1,0
79687,0,0,0
213568,0,0,0
270803,0,0,0
261626,0,1,0
233316,0,0,1
209393,0,1,1
27296,0,0,0
252431,0,0,0
299050,0,0,0
156387,0,1,0
54050,3,2,0
275967,0,0,0
282945,0,0,0
63114,0,2,0
171173,0,0,0
297665,0,1,1
165219,0,1,0
168900,0,0,1
13247,0,1,0
198421,0,1,0
129249,0,0,1
263175,0,1,0
95571,0,1,0
213148,0,0,0
263961,0,0,0
217383,0,0,0
38555,0,0,0
253903,0,1,0
157927,0,0,0
130236,0,1,0
269990,0,1,0
9874,0,0,0
268259,0,0,0
159205,0,0,0
235470,0,1,0
100930,0,0,0
188550,0,1,0
207515,3,1,1
298511,0,0,0
165610,0,2,1
18539,0,0,0
262593,0,2,1
281434,0,0,0
53742,0,0,0
67916,9,1,1
262010,0,2,1
220707,0,0,0
115234,0,0,1
212392,0,0,0
185779,0,0,0
290333,1,2,0
81246,0,1,0
207413,0,0,0
259401,0,0,0
278705,0,0,0
43742,0,0,1
143728,0,0,0
53388,0,0,1
264831,0,1,1
139406,0,1,0
197018,0,0,0
4336,0,0,0
268911,0,0,0
93840,0,1,0
212808,0,2,0
188029,0,0,0
3430,0,1,1
67590,0,0,1
254989,0,0,0
225037,0,1,0
86749,0,1,0
11056,0,0,0
276493,0,0,1
106959,0,0,0
102806,0,0,0
184814,0,1,1
222954,0,1,0
49863,0,0,1
191241,0,0,0
109481,0,1,0
258677,0,0,0
181567,0,1,1
55447,0,0,0
107116,5,0,1
73041,3,1,0
92399,0,1,0
12997,0,1,0
281610,0,1,0
206830,0,0,0
47973,0,1,0
124785,0,0,0
234332,0,0,0
129498,0,0,1
142040,0,1,1
123131,0,1,0
122421,0,0,0
49254,0,0,0
64724,0,2,0
12795,0,0,0
194582,0,0,0
96911,0,1,0
180205,0,0,1
295148,4,1,0
280678,0,0,0
278030,0,1,0
138798,0,1,0
177156,0,2,0
78633,0,0,0
141801,0,0,0
114837,11,0,0
49292,0,1,1
148431,0,0,0
274208,1,1,1
141788,1,1,1
220428,4,1,0
78695,0,1,0
55499,0,1,0
76316,0,1,0
266641,0,0,0
180520,0,0,0
232932,0,0,0
236198,0,1,1
60036,0,0,0
37363,0,0,2
33833,0,0,0
213468,3,1,1
40282,0,1,1
123907,0,1,0
212588,0,0,0
82156,0,0,1
18996,0,1,0
266198,0,0,0
166077,2,1,0
257932,0,0,1
274453,0,1,0
277276,9,0,0
247100,0,1,0
268273,0,1,0
219662,0,2,0
276726,0,1,1
52476,0,0,0
200934,0,0,0
158542,0,2,1
254402,0,1,0
209733,0,0,0
211402,0,0,1
193727,0,1,0
43956,1,1,0
244044,0,0,1
162227,0,0,0
293829,0,0,1
220603,0,0,0
224892,0,1,0
114941,0,0,0
80733,0,0,0
151994,0,1,0
173698,0,1,0
64406,0,1,0
222951,0,0,0
26579,0,0,1
25566,0,1,1
140247,0,1,0
124039,0,0,0
87413,0,0,1
90348,0,0,0
153902,0,0,0
255845,0,1,1
77918,0,1,0
126588,0,1,0
49610,0,3,2
6219,0,1,0
260263,0,1,1
30287,0,1,1
140867,3,0,0
259652,0,0,0
161978,0,2,2
270992,0,0,0
245469,0,1,0
258819,0,0,0
112361,0,0,0
277133,0,0,0
87900,0,0,0
80210,0,0,0
73441,0,1,0
60085,0,1,0
232045,0,0,0
65724,10,2,0
110666,0,0,0
158570,0,0,0
268322,0,1,0
186488,0,0,0
175057,0,0,0
99262,0,0,0
147242,0,1,0
238871,0,0,0
231860,0,1,1
77223,0,0,0
104878,0,0,0
57733,0,0,1
143560,0,1,1
243260,0,1,0
224980,0,0,0
137723,0,1,0
269216,0,0,0
217862,1,1,1
137204,0,0,1
69649,0,1,0
265110,0,0,0
284936,0,1,0
240821,0,1,0
156299,0,0,0
151906,0,0,0
74533,0,0,0
144740,0,1,0
137761,0,1,0
38046,3,0,0
15968,0,0,0
1792,0,0,0
17399,0,1,0
264666,0,0,0
11103,0,1,0
30548,6,0,0
46066,0,0,0
272030,0,0,0
85149,0,0,0
158159,0,0,0
285353,14,0,0
263226,0,0,0
235438,0,0,0
16155,0,1,0
20556,0,1,1
274595,0,0,1
192193,0,0,0
46485,0,1,0
84,0,1,1
106812,0,0,0
170255,0,0,0
164321,0,1,2
285296,0,0,0
51985,0,1,0
225479,0,1,0
228856,0,1,0
160910,0,0,0
202096,6,2,1
171041,0,0,0
21666,0,3,0
129115,0,0,0
156437,0,0,0
83601,0,1,2
59261,0,0,0
228846,0,0,1
78968,0,0,0
192415,0,1,1
222833,0,0,1
59792,0,1,1
115219,0,0,0
116187,0,0,0
289259,0,1,1
134992,0,0,0
280841,0,0,1
298106,12,0,0
108422,0,1,0
34375,0,0,0
265362,0,0,1
99470,0,0,0
67702,0,1,0
188649,0,0,0
222012,0,1,1
213219,0,1,1
28611,0,0,0
103489,0,1,0
153967,0,0,0
239958,0,0,0
7478,0,0,0
35333,0,0,0
243784,0,0,0
102893,0,0,0
224705,0,1,0
260833,0,1,1
263507,0,2,0
234819,0,0,0
288970,0,1,1
232092,0,0,1
180991,0,0,1
74086,0,0,0
225703,0,0,0
183364,0,0,0
259692,0,0,1
22963,1,0,0
112738,13,0,0
117022,0,1,1
233240,0,0,1
240045,0,0,0
41991,0,0,0
240724,0,1,0
139503,0,0,1
46404,0,1,1
68521,0,1,0
239143,2,0,0
7883,0,0,0
68299,0,0,1
250196,0,1,0
41237,0,3,3
52277,0,1,0
56893,0,0,0
281877,0,0,0
3483,0,0,0
240758,0,0,0
234524,0,0,0
177635,0,0,0
206865,0,0,0
444,0,1,0
96392,0,0,0
12121,0,0,0
243836,0,1,1
248176,2,0,0
298360,0,0,0
114618,0,2,1
19375,0,0,0
251736,0,0,0
33088,0,0,2
137291,0,0,0
291192,0,1,0
154394,0,0,1
3173,0,1,0
239635,0,0,0
94624,0,0,0
130477,0,0,1
147738,0,0,0
274445,0,1,0
65543,0,0,0
133186,0,0,0
10815,0,0,0
167236,0,1,1
123255,0,1,1
243865,0,0,0
87147,0,1,0
113683,0,1,1
135465,0,1,1
85900,0,1,1
230386,0,1,0
104129,0,1,0
210187,0,0,0
130941,6,1,0
121739,0,1,0
155092,0,1,2
109858,0,0,0
20176,0,1,1
153467,0,1,0
35396,0,0,0
9660,3,1,1
151916,0,1,0
189561,0,1,0
268223,0,0,0
255785,0,1,0
151086,0,1,0
190424,0,1,0
29275,0,0,0
299041,0,1,0
284369,0,0,0
127768,0,1,0
188304,0,0,0
32280,0,0,0
166195,0,0,0
298445,0,0,0
148742,8,1,0
171957,0,0,0
2320,0,0,0
6359,0,1,2
35583,0,0,0
293847,0,0,0
33115,0,1,0
40735,0,1,0
206880,4,0,0
64562,0,0,0
96787,0,1,1
243860,0,2,0
221696,0,1,0
196510,0,0,1
289479,0,0,0
516,0,1,0
16673,0,0,0
36891,0,0,0
207689,0,1,0
120538,0,2,2
224166,0,0,0
206995,0,0,0
270807,0,1,0
177289,0,1,1
193678,0,0,0
205149,0,0,0
180357,0,0,0
80400,0,1,0
19924,0,0,0
89789,0,0,0
66012,0,0,0
153838,0,1,1
130782,0,0,0
85279,0,1,0
271314,0,0,0
102226,0,1,0
242446,0,0,0
198698,0,2,1
216945,0,1,1
200915,0,0,0
277250,0,1,0
111791,0,0,0
271241,0,1,1
183521,0,1,0
149059,0,0,0
11896,0,0,0
218449,0,1,2
10858,0,1,0
16067,0,0,2
197660,0,0,0
45801,0,1,1
94801,0,0,0
13581,0,0,1
221062,0,0,0
266229,0,1,1
285222,0,0,0
100807,3,2,0
243193,0,0,0
83312,0,0,0
97297,0,1,0
295897,0,0,0
206898,0,0,0
118152,1,0,0
231278,0,0,0
239935,0,1,0
116333,0,0,0
209182,1,1,0
31082,0,0,1
169390,0,1,1
198978,0,1,1
156058,0,0,0
186428,0,0,1
105420,0,1,0
140599,0,1,0
1414,0,1,1
181904,0,1,0
210372,0,0,0
243225,0,1,0
10121,0,1,0
240433,0,0,0
116535,3,0,1
15838,0,1,1
109155,0,1,1
254154,0,0,1
2813,0,0,0
285185,0,1,0
91231,0,0,0
34779,0,0,0
104819,0,0,0
10132,0,0,0
152668,0,1,1
206637,1,1,0
162039,0,1,0
180888,0,1,0
75376,0,0,1
116625,0,0,0
166531,0,0,0
163569,0,2,1
26811,0,0,0
59189,91,1,0
90922,1,0,1
230407,0,0,0
198997,0,0,0
160274,0,1,0
72607,0,0,0
83924,0,0,0
80989,0,1,0
288727,0,0,0
71063,0,0,0
183520,0,1,1
194868,0,2,0
12918,0,1,0
186739,0,1,0
188589,0,1,0
7951,0,0,0
43612,0,1,0
87850,0,0,0
249677,0,0,0
103566,2,0,0
92024,0,0,0
182541,8,0,0
240165,0,0,0
142594,0,0,0
54791,0,0,0
171449,0,1,1
282267,0,0,0
118453,0,1,1
193296,33,0,0
132222,0,0,0
15380,0,0,0
51472,2,0,0
291357,0,0,0
274223,0,0,0
176810,0,1,0
122489,0,0,1
129753,0,1,0
26882,0,1,1
256619,0,1,0
224201,0,1,1
266050,0,1,0
50139,0,1,1
133292,0,0,0
121174,0,1,1
232928,0,1,1
295656,0,0,0
131222,0,0,1
195362,0,0,0
219456,0,1,1
281358,0,1,1
298935,0,1,0
135719,0,0,0
62883,0,0,1
280788,0,1,1
296377,0,0,0
7027,0,0,1
43110,0,0,1
240850,0,1,0
145082,0,0,0
120952,0,0,0
61837,0,1,0
214128,0,1,1
291962,0,2,0
223941,0,0,0
175617,0,0,0
212136,0,0,0
286296,0,0,0
4147,0,1,1
263969,0,0,0
271522,38,1,0
230673,0,0,0
289586,0,1,0
116495,0,1,0
114247,0,2,0
186121,0,0,0
116122,0,0,0
244451,0,0,0
61318,0,0,0
270374,0,1,1
9222,0,0,0
238902,0,0,0
231837,0,0,0
62602,0,1,0
151559,0,0,0
218181,0,0,0
8898,0,1,0
295795,0,0,0
5682,0,0,0
176673,0,0,1
285662,0,0,1
129114,0,0,0
286046,2,0,0
208278,0,1,0
216975,0,0,0
178515,0,0,1
14912,0,0,0
163333,0,0,1
48416,0,1,0
263537,0,0,0
6865,0,1,0
290646,0,0,0
153246,0,1,0
131538,0,2,0
278794,0,0,0
82050,0,0,0
181591,0,1,0
147956,0,0,0
293401,0,2,0
145150,0,0,0
207482,0,1,0
20000,0,0,1
87376,0,0,0
130899,0,0,0
109382,0,0,0
177336,0,1,1
61,0,1,0
100749,0,0,0
176553,0,0,0
128186,0,0,0
130404,0,0,0
129438,0,0,1
67631,2,1,0
143524,0,0,0
16824,0,0,0
55695,0,0,0
162309,0,1,0
252229,0,0,0
258330,0,0,2
134370,0,1,0
90576,0,0,0
217799,0,0,0
83390,0,0,0
71285,0,0,0
50685,0,0,0
190575,0,0,0
74217,0,0,0
147949,0,1,0
264797,0,0,0
266578,0,0,0
278175,0,0,1
95416,0,0,0
242839,0,1,0
276702,3,2,0
2209,0,0,0
173162,0,1,0
148525,0,0,0
125109,0,0,0
284027,0,2,0
241210,0,0,0
294317,0,0,0
191474,0,0,0
56667,0,1,0
219291,0,1,1
61672,2,1,1
116532,0,0,0
165822,0,1,1
47396,2,1,1
255265,0,0,0
268583,0,1,1
4742,0,1,1
106011,10,0,1
246232,0,1,1
213546,3,0,0
183977,0,0,0
198464,0,1,1
210756,0,0,0
290736,0,0,1
46847,0,1,1
249261,0,0,1
294520,0,2,0
294229,0,0,0
235475,0,0,0
192363,0,0,1
171191,0,1,1
206,0,0,0
208177,0,0,0
55449,0,1,0
224930,0,0,0
258629,0,1,0
197001,0,0,0
59917,0,0,0
181462,0,0,0
121322,0,1,1
281051,0,1,0
201365,0,1,1
222140,0,0,0
34917,0,1,0
105550,0,0,0
50449,0,0,1
254291,0,2,1
76384,0,1,0
30708,1,1,0
39458,0,1,0
125644,0,1,2
122153,0,1,0
116335,0,1,0
39418,0,1,0
193846,0,0,0
105757,0,0,0
221232,0,1,0
192187,0,0,0
229694,0,0,0
95403,0,0,0
143372,0,0,0
66590,0,1,0
197934,0,1,0
77198,0,0,0
160201,0,1,0
202688,0,0,0
210203,5,1,1
92284,0,1,0
108606,0,0,0
179521,0,1,1
115837,0,0,0
224675,0,0,0
30543,0,0,0
26080,0,0,0
29583,0,1,0
218582,0,0,0
79345,0,0,0
78850,0,1,0
179717,0,1,1
103734,0,0,1
267282,0,1,0
188291,0,1,0
186727,0,0,1
77639,0,0,0
21110,0,0,0
841,0,0,1
250609,0,0,0
83752,0,1,0
64352,0,0,1
80058,0,1,1
264996,0,0,0
212446,0,0,0
132681,0,2,0
226203,0,0,0
274148,0,1,0
61801,0,0,0
96840,0,1,0
99348,0,0,0
107888,0,0,0
18236,0,0,0
138980,0,2,0
207598,1,0,0
172758,0,0,0
27775,0,0,0
91224,0,2,0
233412,0,0,0
49072,0,0,0
176189,9,1,0
262145,0,1,0
16794,0,1,0
183588,0,0,0
228432,0,0,0
263291,0,1,1
114872,0,0,0
91672,0,0,0
245585,0,1,0
214904,0,1,0
167262,0,0,0
34697,0,0,0
15752,0,0,0
196305,0,0,0
88500,0,1,0
142155,0,0,0
22457,0,0,0
123475,0,0,2
173965,0,0,0
82271,0,0,0
181355,0,0,0
103710,0,1,0
109503,0,0,0
45502,0,0,1
214999,0,1,0
108727,0,0,1
145376,0,0,0
54352,0,0,1
84537,0,0,0
143459,0,0,0
59311,0,0,0
134814,0,0,0
271475,0,0,0
275077,0,0,1
178702,0,1,0
62436,0,1,1
191854,0,0,0
189636,0,2,0
188329,0,1,0
266975,0,0,0
132948,0,0,0
10192,0,0,1
174116,0,0,1
298914,0,0,0
77667,0,0,0
464,0,0,0
177784,0,0,0
162760,0,0,0
88561,0,0,1
175128,0,2,0
193389,1,0,0
133432,4,0,0
164836,0,1,1
177531,0,1,0
110469,0,1,0
125533,0,1,0
270812,0,0,0
136141,0,0,0
208089,0,1,0
278267,0,0,0
232834,0,1,0
186649,0,0,0
19657,0,1,2
105492,0,1,0
138250,0,1,1
121568,0,0,0
213853,0,0,0
25950,0,0,0
142991,0,0,0
286231,0,0,0
182184,0,0,0
120976,0,0,0
62511,0,1,0
192571,0,0,1
263746,0,1,0
284160,0,0,0
30804,0,0,1
233684,11,1,2
253644,0,0,0
188348,0,0,0
162289,0,0,0
23030,0,0,0
243852,0,0,2
222108,0,1,0
129654,0,0,0
33392,0,0,0
251856,0,0,0
237569,0,0,1
166518,0,0,0
119671,0,2,1
205285,0,1,0
7610,0,1,1
184465,0,1,1
94880,0,0,0
131281,0,0,0
53559,0,2,0
33071,0,0,0
112011,0,1,0
64923,0,0,0
177573,0,0,0
28631,0,0,0
107943,0,0,0
103996,0,2,0
9993,0,1,2
10140,0,1,0
156680,0,0,0
124122,0,0,0
64856,0,1,1
225715,0,0,1
119407,0,0,0
70091,0,0,0
40109,0,1,0
51669,0,0,0
164190,0,1,0
61653,0,0,0
174089,0,0,0
237663,0,1,0
209254,3,0,1
173340,0,2,0
31272,0,1,1
222547,0,2,0
188208,0,0,0
54381,0,0,0
111886,1,0,0
65550,0,0,0
250726,0,0,0
291032,0,1,1
182264,0,1,1
243919,0,0,1
145897,0,1,0
289594,1,0,0
195165,9,0,0
218026,0,0,0
191712,0,0,1
73044,0,0,0
257903,0,0,0
76110,0,0,0
191306,0,0,1
176109,0,1,0
99604,0,0,0
165367,0,0,0
51253,0,1,0
19084,0,0,1
299959,0,0,0
297978,0,0,1
167535,0,0,0
14211,0,0,0
220262,0,1,0
278708,0,1,0
252649,0,1,0
139843,0,0,0
12000,0,0,0
233611,0,0,0
69928,0,1,0
131548,0,2,0
39994,5,0,0
8768,0,1,0
231114,0,0,0
186960,0,1,0
143403,0,0,0
211196,7,1,0
60160,0,1,0
20048,0,0,0
29751,0,1,0
231465,0,0,1
114323,0,0,0
296656,0,0,0
16337,0,0,0
69864,0,0,1
42575,0,0,1
24493,0,0,0
199814,0,1,0
185480,0,0,0
49752,3,1,0
137493,0,0,0
49355,0,1,1
120274,0,1,0
295898,0,1,0
152006,0,0,0
120682,0,1,1
9673,0,2,0
139144,1,1,0
286899,0,1,1
33190,0,1,0
134188,0,1,0
405,0,1,0
73656,0,0,1
136750,0,1,1
285566,0,1,1
152873,0,0,0
158520,0,2,0
73917,0,0,0
51257,0,0,0
277717,0,2,0
53087,0,0,0
293216,0,1,0
184393,1,0,0
196423,0,0,0
145558,0,1,0
123451,0,0,0
128311,0,0,0
258706,0,0,0
59958,0,0,0
292435,0,0,0
233846,0,0,2
239244,0,0,0
265272,0,1,1
52715,0,0,0
292440,0,1,0
235477,0,1,0
195247,0,0,0
52747,0,1,0
182895,0,0,0
42112,0,0,0
55095,0,1,0
160221,0,0,0
168740,0,0,0
4578,0,0,0
120970,0,0,0
61811,0,1,0
138044,0,0,0
296018,0,0,0
193066,0,0,0
299820,0,1,0
106592,42,1,0
22189,0,0,0
280828,0,0,0
62545,0,0,0
117759,0,0,0
299991,0,0,0
216949,0,0,0
208080,0,0,0
122975,0,0,0
175465,0,1,0
245873,0,0,0
252056,0,0,0
154822,0,1,0
262851,0,0,0
121303,0,0,0
17501,0,0,0
40010,0,2,1
101599,0,0,0
239521,0,1,0
100796,0,1,0
78124,0,1,0
112083,0,1,0
12975,0,1,0
275823,0,0,0
69007,0,0,0
259869,0,1,0
212607,0,2,0
239740,0,2,1
125106,0,1,0
107541,0,0,1
150741,0,0,0
175438,0,0,0
51426,0,0,0
216145,0,0,0
239531,0,0,0
106888,0,1,2
118052,0,0,0
73981,0,1,0
118924,0,0,1
35129,0,0,0
56065,0,0,1
117081,0,1,0
7682,0,0,0
151886,0,1,1
96136,0,0,0
293192,0,0,0
237150,0,0,0
253067,0,0,0
13165,0,1,0
179174,0,0,1
182546,0,0,0
271228,0,2,0
106165,0,1,0
297208,0,0,1
293470,0,1,0
224708,0,0,0
124814,0,0,0
193517,0,1,0
30247,0,0,2
194544,0,1,0
97096,5,0,1
218738,0,0,0
299082,4,0,0
146788,0,0,0
183145,0,0,0
20346,3,0,1
299494,0,0,0
167709,0,0,0
11477,0,0,0
42511,0,1,0
21346,0,0,0
204268,0,0,0
85707,0,1,0
127165,0,0,0
161922,0,0,0
44390,0,0,0
128762,0,0,0
214249,0,1,0
253446,0,0,1
135418,0,0,0
94671,0,0,0
170522,0,0,0
76265,0,0,1
180208,0,0,0
223914,0,0,0
48063,0,0,0
128563,0,0,0
193168,0,1,0
49870,0,1,1
94873,0,0,1
206288,0,0,0
244751,0,0,0
178192,0,1,0
39912,0,0,0
132358,0,0,0
290712,0,0,0
26397,0,0,1
145032,0,0,0
109917,0,0,0
199842,0,0,1
100129,0,0,0
119112,0,1,0
164292,0,0,0
139017,0,1,1
247630,0,0,0
85318,0,1,0
267057,0,0,0
105963,0,0,0
30038,0,2,0
147364,0,0,1
47525,0,0,0
298613,0,0,0
130122,0,1,1
166112,0,0,1
289218,0,1,0
117218,0,1,0
258185,0,1,0
212657,0,0,0
274033,0,1,0
175754,0,1,0
97107,0,1,0
196921,1,0,0
257929,0,1,1
177073,0,0,0
175762,0,0,1
164730,0,0,0
109639,0,0,0
215445,0,1,0
271081,0,1,0
211732,0,1,0
296272,0,0,0
58590,0,0,0
131446,0,0,0
244904,0,0,0
196642,0,1,0
253607,0,1,0
67566,0,0,0
18414,0,0,0
267610,0,0,0
216905,0,1,1
252337,0,0,0
194206,7,1,1
224450,0,0,0
201781,0,1,0
273128,0,0,0
